Magnitude,UserIndex,X,Y,model,stage
0.07756779342889786,1623,0.4446775019168854,0.21029575169086456,CNCF,Initial
0.08986330032348633,1623,0.05660807341337204,0.2517845332622528,CNCF,Initial
0.1008157730102539,1623,-0.37219446897506714,0.1821899712085724,CNCF,Initial
0.10348346084356308,1623,-0.09545202553272247,-0.04196455702185631,CNCF,Initial
0.09194814413785934,1623,0.060708120465278625,-0.09466759115457535,CNCF,Initial
0.08778812736272812,1623,-0.731367290019989,-0.2184876650571823,CNCF,Initial
0.08020495623350143,1623,-0.3766024112701416,0.3416057229042053,CNCF,Initial
0.09272578358650208,1623,0.5084022879600525,-0.9654704928398132,CNCF,Initial
0.09411761909723282,1623,0.4068264067173004,-0.4396037757396698,CNCF,Initial
0.11570945382118225,1623,1.1090167760849,-0.5880677700042725,CNCF,Initial
0.0972735583782196,1623,-0.31097912788391113,0.15176242589950562,CNCF,Initial
0.09380112588405609,1623,0.1131763681769371,0.051032211631536484,CNCF,Initial
0.09221050143241882,1623,-0.060994915664196014,0.16912172734737396,CNCF,Initial
0.08133850991725922,1623,0.015203495509922504,0.3425379991531372,CNCF,Initial
0.08127143979072571,1623,0.690954864025116,0.3845447301864624,CNCF,Initial
0.08107931166887283,1623,0.5105759501457214,0.048310086131095886,CNCF,Initial
0.08338234573602676,1623,0.19727984070777893,-0.47117510437965393,CNCF,Initial
0.0835530087351799,1623,0.5499553680419922,-0.4072277545928955,CNCF,Initial
0.07715261727571487,1623,-0.5694477558135986,0.23742307722568512,CNCF,Initial
0.08320125937461853,1623,0.3104453384876251,-0.1631612628698349,CNCF,Initial
0.0802706703543663,1623,-0.013970820233225822,-0.20974215865135193,CNCF,Initial
0.07228322327136993,1623,-0.023677479475736618,0.3840194046497345,CNCF,Initial
0.08387880027294159,1623,0.24978920817375183,0.005092451348900795,CNCF,Initial
0.07250256836414337,1623,-0.10710646212100983,-0.42035233974456787,CNCF,Initial
0.0817972719669342,1623,-0.4284419119358063,0.38488495349884033,CNCF,Initial
0.0737939327955246,1623,-0.29523491859436035,-0.04252861812710762,CNCF,Initial
0.08551804721355438,1623,0.0731779932975769,0.11419122666120529,CNCF,Initial
0.08639049530029297,1623,-0.4744889438152313,-0.10561680793762207,CNCF,Initial
0.08524338901042938,1623,-0.10396453738212585,0.02995770238339901,CNCF,Initial
0.07943972945213318,1623,-0.08975986391305923,0.27115896344184875,CNCF,Initial
0.115278460085392,1623,-0.29327601194381714,-1.2856663465499878,CNCF,Initial
0.10028181225061417,1623,0.23778095841407776,-0.6075600385665894,CNCF,Initial
0.10497986525297165,1623,-0.33900490403175354,0.13754978775978088,CNCF,Initial
0.10311712324619293,1623,0.05541599541902542,-0.6476596593856812,CNCF,Initial
0.08110097795724869,1623,-0.07987164705991745,-0.0714392364025116,CNCF,Initial
0.09132736921310425,1623,-0.5127519965171814,-0.2936442196369171,CNCF,Initial
0.0967734307050705,1623,0.2655281126499176,0.11455831676721573,CNCF,Initial
0.07561377435922623,1623,-0.05843779444694519,-0.2732018232345581,CNCF,Initial
0.08104242384433746,1623,-0.40634050965309143,0.042955365031957626,CNCF,Initial
0.07286755740642548,1623,-0.058308616280555725,-0.49370744824409485,CNCF,Initial
0.07090243697166443,1623,-0.30363956093788147,-0.17469505965709686,CNCF,Initial
0.08538543432950974,1623,0.19252881407737732,0.11493178457021713,CNCF,Initial
0.0828670859336853,1623,-0.09085164964199066,-0.14430487155914307,CNCF,Initial
0.08940717577934265,1623,-0.30846038460731506,-0.28782206773757935,CNCF,Initial
0.11855587363243103,1623,-0.3745511472225189,-0.45556744933128357,CNCF,Initial
0.11419350653886795,1623,1.0661982297897339,-0.880711019039154,CNCF,Initial
0.082213394343853,1623,-0.5776548385620117,0.0070837209932506084,CNCF,Initial
0.08265005052089691,1623,0.25706252455711365,0.241524800658226,CNCF,Initial
0.0773448571562767,1623,-0.5459604263305664,0.48965221643447876,CNCF,Initial
0.09819884598255157,1623,0.5811679363250732,-0.4176176190376282,CNCF,Initial
0.08050128817558289,1623,0.37286731600761414,-0.36868590116500854,CNCF,Initial
0.10828328877687454,1623,2.270373821258545,-1.0256959199905396,CNCF,Initial
0.08979736268520355,1623,1.5784474611282349,-0.6923999786376953,CNCF,Initial
0.10942479968070984,1623,0.5142720341682434,-0.6930168867111206,CNCF,Initial
0.08228346705436707,1623,1.2934434413909912,-0.7604094743728638,CNCF,Initial
0.10972891002893448,1623,0.12653177976608276,-0.3816279172897339,CNCF,Initial
0.0805291011929512,1623,0.41704753041267395,-0.20997725427150726,CNCF,Initial
0.08530357480049133,1623,0.8965231776237488,-0.45890432596206665,CNCF,Initial
0.09070318937301636,1623,-0.483554482460022,0.2702193856239319,CNCF,Initial
0.11016685515642166,1623,0.09532888978719711,1.1367321014404297,CNCF,Initial
0.06844440847635269,1623,-0.4075354039669037,0.45350104570388794,CNCF,Initial
0.08846208453178406,1623,-0.4399526119232178,0.8420511484146118,CNCF,Initial
0.08696440607309341,1623,-0.5333021283149719,0.6042218208312988,CNCF,Initial
0.08412012457847595,1623,-0.7110191583633423,0.5575724244117737,CNCF,Initial
0.09535214304924011,1623,-0.3805792033672333,-0.12943579256534576,CNCF,Initial
0.08119556307792664,1623,-0.2039661854505539,0.22842423617839813,CNCF,Initial
0.09194902330636978,1623,-0.5786768794059753,-0.2350660115480423,CNCF,Initial
0.0696256086230278,1623,-0.06236134096980095,0.4364049434661865,CNCF,Initial
0.07789389044046402,1623,0.15458592772483826,0.483946293592453,CNCF,Initial
0.07588750869035721,1623,-0.15217164158821106,-0.904158353805542,CNCF,Initial
0.08998625725507736,1623,0.2660647928714752,0.6373821496963501,CNCF,Initial
0.09767907857894897,1623,0.3131374716758728,0.08430589735507965,CNCF,Initial
0.10212384909391403,1623,0.3321915566921234,-0.47377344965934753,CNCF,Initial
0.09975086152553558,1623,0.5125585198402405,0.1178775280714035,CNCF,Initial
0.1007336676120758,1623,-0.07811778783798218,1.6310269832611084,CNCF,Initial
0.11455240100622177,1623,0.07830975949764252,2.003098487854004,CNCF,Initial
0.11524875462055206,1623,0.7410261034965515,1.6775201559066772,CNCF,Initial
0.09377613663673401,1623,0.5747988224029541,0.7107411026954651,CNCF,Initial
0.10510621964931488,1623,0.6990343332290649,0.5077018141746521,CNCF,Initial
0.09950926899909973,1623,0.45102715492248535,0.25635212659835815,CNCF,Initial
0.09716387093067169,1623,0.7125650644302368,-0.48323267698287964,CNCF,Initial
0.09276508539915085,1623,0.05794713273644447,-0.6125580668449402,CNCF,Initial
0.1016462966799736,1623,1.0784271955490112,0.1523202806711197,CNCF,Initial
0.09283443540334702,1623,0.3910292983055115,-0.9087008237838745,CNCF,Initial
0.10652490705251694,1623,0.6902292966842651,0.6093385815620422,CNCF,Initial
0.08393488079309464,1623,0.5481171607971191,0.27712029218673706,CNCF,Initial
0.08551403135061264,1623,0.4497782588005066,0.09103269129991531,CNCF,Initial
0.09749807417392731,1623,0.01897723227739334,-0.3396776020526886,CNCF,Initial
0.0955323725938797,1623,0.7468835711479187,-0.07230839133262634,CNCF,Initial
0.0939578115940094,1623,0.6469968557357788,-0.10120300203561783,CNCF,Initial
0.11029687523841858,1623,0.4519919157028198,0.10599753260612488,CNCF,Initial
0.10292813181877136,1623,0.5888056755065918,0.46137773990631104,CNCF,Initial
0.08545232564210892,1623,0.21277566254138947,0.32333114743232727,CNCF,Initial
0.0921240970492363,1623,0.36649787425994873,-0.001733367214910686,CNCF,Initial
0.10526075214147568,1623,-0.06145111843943596,-0.24131038784980774,CNCF,Initial
0.11182983219623566,1623,0.07760739326477051,-0.2427716851234436,CNCF,Initial
0.08322010934352875,1623,-0.31312668323516846,0.6807145476341248,CNCF,Initial
0.1023997813463211,1623,0.3517289161682129,0.3493582010269165,CNCF,Initial
0.10237544775009155,1623,0.2906651794910431,-0.16668656468391418,CNCF,Initial
0.1028127670288086,1623,0.3258207440376282,0.35639792680740356,CNCF,Initial
0.08730638772249222,1623,-0.035975132137537,0.5489250421524048,CNCF,Initial
0.0853523313999176,1623,-0.18360264599323273,-0.0903565064072609,CNCF,Initial
0.07866628468036652,1623,-0.022354187443852425,-0.046741876751184464,CNCF,Initial
0.11797397583723068,1623,0.6973187923431396,0.16579142212867737,CNCF,Initial
0.08283300697803497,1623,0.8120227456092834,0.7749324440956116,CNCF,Initial
0.08609819412231445,1623,0.7538346648216248,0.6919285655021667,CNCF,Initial
0.08957934379577637,1623,0.6801308393478394,0.7817221879959106,CNCF,Initial
0.08489493280649185,1623,1.2262964248657227,0.5157299041748047,CNCF,Initial
0.08054471760988235,1623,1.3293606042861938,0.6455162167549133,CNCF,Initial
0.08814308047294617,1623,1.3113092184066772,0.6411206126213074,CNCF,Initial
0.08573520928621292,1623,1.0420677661895752,0.3446233868598938,CNCF,Initial
0.08565899729728699,1623,0.6589401960372925,0.23768743872642517,CNCF,Initial
0.08127941191196442,1623,1.012677550315857,0.2462620586156845,CNCF,Initial
0.08817008882761002,1623,1.1865208148956299,0.4755186438560486,CNCF,Initial
0.08699332922697067,1623,0.6625834107398987,0.7693945169448853,CNCF,Initial
0.08417465537786484,1623,1.0371067523956299,0.9337044358253479,CNCF,Initial
